"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","S17CODEA","S17C_DEA","S17GFTCA","S17G_TCA","QSUB3MCX","QSUB_MCX"
"20121",2377235,28,0,"1","150","D","1","D",200,"D"
"20121",2377235,29,0,"1","800","D","1","D",600,"D"
"20121",2377235,30,0,"1","830","D","1","D",600,"D"
"20121",2377265,28,0,"1","150","D","1","D",20,"D"
"20121",2377275,54,0,"1","150","D","1","D",45,"D"
"20121",2377335,58,0,"1","830","D","1","D",80,"D"
"20121",2377345,51,0,"1","150","D","1","D",90,"D"
"20121",2377365,44,0,"1","150","D","1","D",90,"D"
"20121",2377365,45,0,"1","500","D","1","D",50,"D"
"20121",2377455,60,0,"1","150","D","1","D",0,"D"
"20121",2377455,61,0,"1","830","D","1","D",120,"D"
"20121",2377485,52,0,"1","150","D","1","D",38,"D"
"20121",2377535,35,0,"1","830","D","2","D",65,"F"
"20121",2377555,32,0,"1","830","D","1","D",75,"D"
"20121",2377565,50,0,"1","150","D","1","D",20,"D"
"20121",2377565,51,0,"1","830","D","1","D",0,"D"
"20121",2377575,63,0,"1","150","D","1","D",110,"D"
"20121",2377575,64,0,"1","830","D","1","D",546,"D"
"20121",2377705,44,0,"1","150","D","1","D",80,"D"
"20121",2377715,33,0,"1","840","D","1","D",50,"D"
"20121",2377725,53,0,"1","830","D","1","D",60,"D"
"20121",2377735,45,0,"1","150","D","1","D",45,"D"
"20121",2377785,48,0,"1","150","D","1","D",80,"D"
"20121",2377785,49,0,"1","830","D","1","D",120,"D"
"20121",2377865,62,0,"1","150","D","1","D",36,"D"
"20121",2377925,50,0,"1","830","D","1","D",188,"D"
"20121",2378005,40,0,"1","150","D","1","D",24,"D"
"20121",2378005,41,0,"1","800","D","1","D",3,"D"
"20121",2378005,42,0,"1","910","D","1","D",36,"D"
"20121",2378115,40,0,"1","840","D","1","D",100,"D"
"20121",2378175,55,0,"1","830","D","1","D",240,"D"
"20121",2378285,128,0,"1","150","D","1","D",54,"D"
"20121",2378285,129,0,"1","200","D","1","D",32,"D"
"20121",2378285,130,0,"1","820","D","1","D",65,"D"
"20121",2378305,57,0,"1","150","D","1","D",51,"D"
"20121",2378365,29,0,"1","830","D","1","D",123,"D"
"20121",2378645,46,0,"1","150","D","1","D",38,"D"
"20121",2378735,29,0,"1","150","D","1","D",25,"D"
"20121",2378745,68,0,"1","830","D","1","D",40,"D"
"20121",2378795,57,0,"1","830","D","1","D",60,"D"
"20121",2378795,58,0,"1","830","D","1","D",0,"D"
"20121",2378825,51,0,"1","150","D","1","D",13,"D"
"20121",2378845,87,0,"1","150","D","1","D",30,"D"
"20121",2378885,37,0,"1","150","D","1","D",24,"D"
"20121",2378945,38,0,"1","840","D","1","D",40,"D"
"20121",2379135,31,0,"1","150","D","1","D",76,"D"
"20121",2379225,69,0,"1","830","D","1","D",99,"D"
"20121",2379245,57,0,"1","830","D","1","D",75,"D"
"20121",2379255,49,0,"1","830","D","1","D",87,"D"
"20121",2379285,29,0,"1","150","D","1","D",30,"D"
"20121",2379295,53,0,"1","810","D","1","D",25,"D"
"20121",2379375,48,0,"1","830","D","1","D",270,"D"
"20121",2379425,50,0,"1","830","D","1","D",114,"F"
"20121",2379435,46,0,"1","150","D","1","D",32,"D"
"20121",2379435,47,0,"1","830","D","1","D",10,"D"
"20121",2379485,62,0,"1","810","D","1","D",25,"D"
"20121",2379515,31,0,"1","830","D","2","D",0,"D"
"20121",2379755,50,0,"1","150","D","1","D",38,"D"
"20121",2379755,51,0,"1","500","D","1","D",470,"D"
"20121",2379755,52,0,"1","830","D","1","D",40,"D"
"20121",2379805,75,0,"1","200","D","1","D",20,"D"
"20121",2379835,48,0,"1","150","D","1","D",40,"D"
"20121",2379875,70,0,"1","150","D","1","D",54,"D"
"20121",2379875,71,0,"1","810","D","1","D",15,"D"
"20121",2379905,64,0,"1","150","D","1","D",54,"D"
"20121",2379965,39,0,"1","800","D","1","D",360,"D"
"20121",2379975,42,0,"1","830","D","1","D",115,"D"
"20121",2379975,43,0,"1","840","D","1","D",75,"D"
"20121",2380055,56,0,"1","150","D","1","D",352,"D"
"20121",2380055,57,0,"1","910","D","1","D",40,"D"
"20121",2380075,54,0,"1","150","D","1","D",35,"D"
"20121",2380155,73,0,"1","830","D","1","D",174,"D"
"20121",2380165,65,0,"1","150","D","1","D",73,"D"
"20121",2380165,66,0,"1","150","D","1","D",25,"D"
"20121",2380165,67,0,"1","810","D","1","D",27,"D"
"20121",2380265,54,0,"1","150","D","1","D",84,"D"
"20121",2380335,72,0,"1","150","D","1","D",18,"D"
"20121",2380565,50,0,"1","830","D","1","D",430,"D"
"20121",2380605,49,0,"1","150","D","1","D",25,"D"
"20121",2380605,50,0,"1","150","D","1","D",25,"D"
"20121",2380605,51,0,"1","150","D","1","D",25,"D"
"20121",2380605,52,0,"1","150","D","1","D",35,"D"
"20121",2380605,53,0,"1","150","D","1","D",24,"D"
"20121",2380605,54,0,"1","150","D","1","D",26,"D"
"20121",2380605,55,0,"1","150","D","1","D",35,"D"
"20121",2380605,56,0,"1","150","D","1","D",15,"D"
"20121",2380605,57,0,"1","830","D","1","D",162,"D"
"20121",2380625,59,0,"1","800","D","1","D",1340,"D"
"20121",2380645,29,0,"1","150","D","1","D",24,"D"
"20121",2380655,61,0,"1","830","D","1","D",186,"D"
"20121",2380675,44,0,"1","830","D","1","D",60,"D"
"20121",2380745,51,0,"1","830","D","1","D",93,"D"
