"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","INSTALLX","INST_LLX","MEDICALX","MEDI_ALX","PDOTHERX","PDOT_ERX","GASCARDX","GASC_RDX","STRCARDX","STRC_RDX","MAJCARDX","MAJC_RDX","FININSTX","FINI_STX"
"20091",1905755,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1905765,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1905775,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1905785,29,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",40,"F",.,"A"
"20091",1905795,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1905805,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1905815,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1905825,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1905855,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1905865,24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",690,"D",.,"A"
"20091",1905875,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1905885,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1905905,22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1905935,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1905955,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1905965,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1905985,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1905995,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906035,37,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",225,"D",.,"A"
"20091",1906055,31,0,"1",.,"A",.,"A",180,"D",.,"A",.,"A",300,"D",.,"A"
"20091",1906065,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906085,48,0,"1",.,"A",.,"A",2000,"D",.,"A",.,"A",840,"D",240,"D"
"20091",1906095,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906115,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",2500,"D",.,"A"
"20091",1906125,40,0,"1",.,"A",.,"A",.,"A",.,"A",40,"F",500,"F",.,"A"
"20091",1906135,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906145,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906155,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",50,"F",.,"A"
"20091",1906165,27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",500,"D"
"20091",1906195,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906205,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906225,30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",37,"D",.,"A"
"20091",1906235,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906245,29,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906255,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",.,"A"
